paper_number,doi,year_published,journal,article_type,data_used,data_availability,data_availability_text,data_link,data_archive,data_doi,data_license,data_license_type,data_download,data_open,data_format,data_README,data_README_scale,data_completeness,code_used,code_alert,code_archived,code_availability,code_link,code_archive,code_doi,code_license,code_license_type,code_CITATION,code_download,code_open,code_format,code_language,code_README,code_README_scale,code_annotation_scale,code_vignette,code_Rpackage_available,code_application_cited,code_comments,country_first,comments,recorder_ID
2342,10.1111/1365-2435.13560,2020,Functional Ecology,Research Article,Yes,Yes,All the relevant data are archived in Dryad Digital Repository https://doi.org/10.5061/dryad.76hdr7ssz (Allan et al. 2020).,Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,2,Complete,Yes,"We ran the models in R (package lme4; Bates, Mächler, Bolker, & Walker, 2015; R Core Team, 2018)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Switzerland,NA,51
1441,10.1111/1365-2664.14317,2022,Journal of Animal Ecology,Research Article,Yes,Yes,"Data and code are available on GitHub (https://github.com/ptschanz/Tschanz_et_al_2022_JApplEcol) and archived on Zenodo under: https://doi.org/10.5281/zenodo.7034869 (Tschanz et al., 2022).",Yes,Zenodo,Yes,NA,Other,Yes,Yes,.csv/.tsv;.RDS;.gpkg,Yes,5,Complete,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,No,NA,No,Yes,Yes,native source code;notebook,R,Yes,1,4,No,Not an R package,NA,NA,Switzerland,NA,75
1177,10.1111/1365-2435.13924,2021,Functional Ecology,Research Article,Yes,Yes,"Isotope data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.2ngf1vhnt (Sturaro et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Complete,Yes,All statistical analyses were conducted using PRIMER 6 & PERMANOVA+ and r (version 3.5.1).,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taiwan,NA,43
1051,10.1111/1365-2745.13956,2022,Journal of Ecology,Research Article,No,NA,"This project used publicly available data to run the analyses. Data for the forest inventory plots and land designations can be obtained from: https://www.donneesquebec.ca/recherche/fr/dataset/placettes-echantillons-temporaires-4e-inventaire-2004-a-aujourd-hui and: https://www.donneesquebec.ca/recherche/dataset/couche-des-territoires-recreatifs-du-quebec-a-l-echelle-de-1-100-000. Climate data can be obtained from: https://doi.org/10.26050/WDCC/CCH_3876085. R code to run the analyses can be found on the Zenodo repository https://doi.org/10.5281/zenodo.6636582 (Crockett, 2022).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,Zenodo,Yes,Yes,GPL,No,NA,NA,native source code,R,Yes,8,9,No,Not an R package,NA,NA,NA,NA,26
1011,10.1111/1365-2435.13768,2021,Functional Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.70rxwdbwq (Zhang et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,8,Complete,Yes,"Statistical analysis was conducted with SPSS software (v17.0, IBM).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,NA,82
4103,10.1111/1365-2664.14332,2022,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.j3tx95xjq (Ramsay & Rohr, 2022).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.txt,Yes,7,Complete,Yes,"All analyses were run with R version 3.6.1 (R Core Team, 2019).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,116
3889,10.1111/1365-2435.13015,2017,Functional Ecology,Research Article,Yes,Yes,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.p570g (Pettersen, White, Bryson-Richardson, & Marshall, 2017).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,No,NA,High,Yes,"We ran a GLM to test for an effect of embryo mass on developmental time (v3.2.5; R Development Core Team, 2016) and significance tested using maximum likelihood using the package lme4.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,97
234,10.1111/2041-210X.12962,2018,Methods in Ecology and Evolution,Research Article,Yes,Yes,"Data used in this paper are available from https://doi.org/10.5521/forestplots.net/2018_1 (Sullivan et al., 2018).",Yes,Dryad;Personal website;Other repo/database,Yes,Yes,CC BY derivatives,Yes,Yes,.xls(x),No,NA,Unsure,Yes,"Height–diameter models were fitted in R (R Core Team, 2014) using functions in the biomass r package (Réjou-Méchain, Tanguy, Piponiot, Chave, & Hérault, 2017), with the nonlinear Weibull and Michaelis–Menten models parameterised using the Levenberg–Marquard algorithm implemented in the minpack.lm r package ...",Yes,No,No,Other repo/database,Yes,Yes,CC BY derivatives,Yes,NA,NA,native source code,R,No,NA,NA,No,No,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,123
8085,10.1111/1365-2656.14134,2024,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.4qrfj6qjf (Szangolies et al., 2024) and Software available from Zenodo https://doi.org/10.5281/zenodo.11394735.",Yes,Dryad;Zenodo,Yes,No,NA,Yes,Yes,.csv/.tsv,Yes,6,Unsure,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,No,NA,No,Yes,Yes,native source code,Python,No,NA,1,No,Not an R package,NA,NA,Germany,NA,101
1191,10.1111/1365-2664.13351,2019,Journal of Applied Ecology,Research Article,Yes,Yes,"All data used in this manuscript have already been published or ar-chived and can be accessible via Figshare https://doi.org/10.6084/m9.figshare.4234850 (Dyer, Redding, & Blackburn, 2016b), GBIF.org (2018) - for a complete list of GBIF occurrence downloads see Table S9, WorldClim database (Hijmans et al., 2005) availablefor download from http://www.worldclim.org, 0.5 km MODIS-based Global Land Cover (Broxton et al., 2014) available for download from https://archive.usgs.gov/archive/sites/landcover.usgs.gov/global_climatology.html and BirdLife International and NatureServe (2014) available for download from http://datazone.bridlife.org/species/requestdis.",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.xls(x),No,NA,Complete,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,12
2746,10.1111/1365-2656.13299,2020,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.c866t1g4g (Gamelon, Filli, Sæther, & Herfindal, 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Needs specific software or too large,.inp,No,NA,Fair,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norway,NA,3
7912,10.1111/1365-2656.12787,2018,Journal of Animal Ecology,Research Article,Yes,Yes,"Data associated with this manuscript are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.m605m (Campos-Candela, Palmer, Balle, & Alós, 2017).",Yes,Dryad,Yes,Yes,CC0,NA,NA,.xls(x),No,NA,NA,Yes,NA,Yes,No,Yes,Supplementary materials,No,No,NA,No,NA,NA,.doc(x),R,No,NA,5,No,Unable to check,NA,NA,Spain,NA,89
1024,10.1111/1365-2745.14190,2023,Journal of Ecology,Research Article,Yes,Yes,"DATA AVAILABILITY STATEMENT
Data are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.12jm63z3x (Pearson et al., 2023).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,8,Complete,Yes,"Analyses were conducted using generalized linear mixed models in SAS (version 9.4, PROC GLIMMIX, SAS Institute 2013) with two exceptions described below",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127
3473,10.1002/2688-8319.12124,2022,Ecological Solutions and Evidence,Research Article,Yes,Yes,"Data is available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.ffbg79crv (Warkentin et al., 2021). Analysis code is available at https://doi.org/10.5281/zenodo.5778307 (Warkentin, 2021).",Yes,Dryad;Zenodo,Yes,No,NA,Yes,Yes,.csv/.tsv,No,NA,Complete,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,No,NA,No,Yes,Yes,native source code,R;Stan,Yes,3,10,No,No,35,Does not use any.,Canada,NA,88
8086,10.1111/2041-210X.13870,2022,Methods in Ecology and Evolution,Research Article,Yes,Yes,"The phenofit package in the version of v0.3.5 is available at https://github.com/eco-hydro/phenofit and https://zenodo.org/record/6320537 (Kong, 2022b), which can be easily installed using the R script: ‘remotes::install_github(“eco-hydro/phenofit”)’. Code and data of case studies are available at https://zenodo.org/record/6425745 (Kong, 2022a). The documentation of R package phenofit is at http://phenofit.top. TIMESAT used in this study is at https://zenodo.org/record/5150216 (Kong, 2021). The eddy-covariance GPP estimations from flux sites can be found at https://fluxnet.org/data/fluxnet2015-dataset/.",No,Zenodo,"Yes, but DOI not found/incorrect",Yes,Other,NA,NA,NA,Yes,1,NA,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Yes,GPL,No,Yes,Yes,native source code,R,Yes,2,3,No,Yes,74,"This paper is a Research Article, but describing an R package, so I treated it as an application paper.
The archived code provided is useless, and contains things such as data reading functions leading to a local folder... BUT the code now available on CRAN is good. The package was submitted to CRAN after MEE acceptance. I assessed the archived code and data, not the currently available version on CRAN.",China,Categorized as a Research Article but describing an R package. No research in there.,80
3374,10.1002/pan3.10642,2024,People and Nature,Research Article,Yes,Yes,Data are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.qrfj6q5q4.,Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,9,Complete,Yes,"These analyses were done in R Studio software v4.3.2 (R Core Team, 2023).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,NA,74
1712,10.1111/2041-210X.13913,2022,Methods in Ecology and Evolution,Research Article,Yes,Yes,"Data and relevant code for this research are stored in GitHub: https://github.com/CBeardsworth/watlas_validation and have been archived within the Zenodo repository: https://doi.org/10.5281/zenodo.4527613 (Beardsworth et al., 2022).",Yes,"GitHub, GitLab, Codeberg or similar platform;Zenodo",Yes,No,NA,Yes,Needs specific software or too large,.csv/.tsv;.gpkg;.cpg;.dbf;.prj;.shp;.shx,Yes,1,Unsure,Yes,"Data and relevant code for this research are stored in GitHub: https://github.com/CBeardsworth/watlas_validation and have been archived within the Zenodo repository: https://doi.org/10.5281/zenodo.4527613 (Beardsworth et al., 2022).",Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,No,NA,No,Yes,Yes,native source code,R,Yes,1,3,No,Not an R package,NA,"The authors provide data and code in the same Zenodo repository, which is a mirror image of a GitHub repository. Since Zenodo does not display citations, I went to DataCite to figure it out (https://commons.datacite.org/?query=10.5281%2Fzenodo.4527613).",Netherlands (Kingdom of the),"Second paper I did. I took 32 minutes, in case that is useful.",11
1212,10.1111/1365-2435.14016,2022,Functional Ecology,Research Article,Yes,Yes,"All data and code associated with this manuscript are available in Figshare:https://figshare.com/articles/dataset/Data_and_code_for_A_neonicotinoid_pesticide_alt.ers_how_nectar_chemistry_affects_bees/16543620 (Richman, 2021).",No,Figshare,Yes,Yes,CC BY,NA,NA,NA,Yes,8,NA,Yes,"All analyses were performed using R version 4.0.2 (R Core Team, 2018).",Yes,Yes,No,Figshare,Yes,Yes,CC BY,No,NA,NA,native source code,R,No,NA,5,No,Not an R package,NA,NA,United States of America,"code and data was referenced in the Data Availability Statement, but the link provided the following error message: ""! - the page cannot be found - the page you are looking for does not exist or has been moved""",57
27,10.1111/2041-210X.13206,2019,Methods in Ecology and Evolution,Research Article,Yes,Yes,"Raw Illumina MiSeq FASTA files and the final OTU table are available in the Dryad Digital Repository https://doi.org/10.5061/dryad.t7pd371 (Casey et al., 2019).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv;.fastq;.oligos,Yes,1,Complete,Yes,"We conducted all analyses with the statistical software r (R CoreTeam, 2018) with the packages ggmap (Kahle & Wickham, 2013), vegan(Oksanen et al., 2018), eulerr (Larsson, 2019) and bipartite (Dormann,Fruend, Bluethgen, & Gruber, 2009).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France;United States of America,NA,143
304,10.1111/1365-2664.13586,2020,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.zkh18936m (Loy et al., 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,No,NA,Complete,Yes,"All statistical analyses were conducted in r (R Core Team, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,78
753,10.1111/1365-2745.13882,2022,Journal of Ecology,Research Article,Yes,Yes,"The fungal DNA sequences are archived with GenBank under accession numbers OM986955 (https://www.ncbi.nlm.nih.gov/nuccore/OM986955) and OM987250 (https://www.ncbi.nlm.nih.gov/nuccore/OM987250). Root carbon pool data are archived with Arctic Data Center https://doi.org/10.18739/A2GT5FG86 (Alexander et al., 2021b). Root depth, soil organic layer and active layer depth data are archived with Arctic Data Center http://doi.org/10.18739/A2000018G (Hewitt, Miller, et al., 2022a) Root tissue chemistry, mycorrhizal colonization and 15N uptake data are archived with Arctic Data Center http://doi.org/10.18739/A23R0PV43 (Hewitt, Miller, et al., 2022b) Stand-level nitrogen cycling data are archived with Arctic Data Center http://doi.org/10.18739/A2GX44W2M (Hewitt, Alexander, et al., 2022).",Yes,Other repo/database,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,Yes,10,Unsure,Yes,"All statistical analyses were conducted in R 3.3.2 (R Core Team, 2019).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,83
61,10.1111/2041-210X.13397,2020,Methods in Ecology and Evolution,Application,No,NA,"The latest version of AMMonitor can be downloaded as a zip or tar.gz file from Gitlab at https://code.usgs.gov/vtcfwru/ammonitor, or installed directly in R using install_git(). The AMMonitor Gitlab Wiki page contains comprehensive documentation and step-by-step examples using a sample database. Alternatively, users can clone AMMonitor to their own git account with the command: git clone https://code.usgs.gov/vtcfwru/ammonitor.git. To work with an exact copy of the code described at the time of this publication, use the command: git checkout 7d740071cc8eb28d8473b4ab0e6802653a546b12.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform",No,Yes,CC0,No,Yes,Yes,native source code,R,Yes,10,10,Yes,No,6,NA,NA,NA,21
1699,10.1111/1365-2435.13998,2022,Functional Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.8pk0p2nnr (Yu et al., 2022).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.txt,Yes,10,Complete,Yes,"We then identified the best of these by ranking them based on the AICc values using model.sel, and averaged the models using model.avg, if ��AICc < 2, in the r package MuMIn (Barto?�, 2011). Finally, we performed multiple comparisons with interaction term (size and colour) using rbind method in the r package lsmeans (Lenth, 2016). All analyses were performed in r v. 4.1.0 (R Core Team, 2021).",Yes,Yes,NA,Zenodo,Yes,Yes,MIT,No,NA,NA,native source code,R,Yes,9,7,No,Not an R package,NA,NA,China,The availibility of a code was unclear to be checked.,65
3259,10.1002/2688-8319.12123,2022,Ecological Solutions and Evidence,Research Article,Yes,Yes,"All the data used are stored and freely available in Dryad Digital Repository at https://doi.org/10.5061/dryad.wstqjq2nq (Stork-Tonon et al.,
2021). The data set includes the fern inventories and associated environmental predictors for 17 island plots and presence–absence inventories for 29 plots in the mainland.",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,5,Complete,Yes,"All analyses were performed within the R 3.3.1 environment (R Core
Team, 2018)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finland,NA,71
6151,10.1111/1365-2745.13193,2019,Journal of Ecology,Research Article,Yes,Yes,"Data are available from the Dryad Digital Repository: https://doi-org.ezproxy.scu.edu.au/10.5061/dryad.52j8p1r (Saha & Weinberger, 2019).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Quasi-README,NA,Complete,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany;United Kingdom of Great Britain and Northern Ireland,NA,132
1484,10.1111/1365-2435.13008,2017,Functional Ecology,Research Article,Yes,Yes,"Data are deposited at Dryad Digital Repository https://doi.org/10.5061/dryad.pt29h (Menzel, Zumbusch, & Feldmeyer, 2017).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Fair,Yes,"All analyses were performed in r 3.2.0 (R Core Team, 2015).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,105
5799,10.1002/2688-8319.12022,2020,Ecological Solutions and Evidence,Research Article,Yes,Yes,All data used in this study is available in the publicly accessible repository Dryad: https://doi.org/10.5061/dryad.prr4xgxjm (Livingstone et al. 2020).,Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Complete,Yes,"Using R statistical software (R Core Team, 2018)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,104
1060,10.1002/pan3.10582,2024,People and Nature,Research Article,Yes,Yes,"The data used in this study were collected from online survey responses; as part of the survey, each respondent completed 12 choice tasks. Anonymised choice experiment data and results may be found in Dryad Digital Repository: https://doi.org/10.5061/dryad.5mkkwh7cx.",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv;.mat,Yes,8,Unsure,Unsure,"We prepared final choice sets for our study using an efficient Bayesian design optimized for Mixed Logit models, using the software Ngene 1.3.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,68
445,10.1111/2041-210X.12749,2017,Methods in Ecology and Evolution,Research Article,Yes,Yes,The data used in this study were obtained from the database of the Swedish National Forest Inventory. They are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.218n0 (Ståhl et al. 2017).,Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,3,Complete,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweden,NA,113
1641,10.1111/1365-2656.13705,2022,Journal of Animal Ecology,Research Article,Yes,Yes,"Data and code available from the Figshare Digital Repository. Data: https://doi.org/10.6084/m9.figshare.19583212.v1 (de Zwaan et al., 2022a). Code: https://doi.org/10.6084/m9.figshare.19583239 (de Zwaan et al., 2022b).",Yes,Figshare,Yes,No,NA,Yes,Yes,.csv/.tsv,No,NA,Complete,Yes,NA,Yes,Yes,Yes,Figshare,No,Yes,CC BY,No,Yes,Yes,native source code,R,No,NA,9,Yes,Yes,NA,"Not very maintainable (no readme, no txt.requirements, no unit tests). Makes it harder to reproduce results, although code is well annotated for the most part and could be used if working directory is already set. Variables are clearly named. Some errors when running code but could run when picked apart.",Canada,NA,112
2786,10.1111/2041-210X.14101,2023,Methods in Ecology and Evolution,Application,No,NA,"Data and code from this manuscript's case studies are archived through Zenodo at https://doi.org/10.5281/zenodo.7670393 (Dobson et al., 2023).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,No,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo;CRAN",Yes,Yes,GPL,Yes,Yes,Yes,native source code,R,Quasi-README,9,8,Yes,Yes,18,NA,NA,NA,36
