Timestamp,1. Paper number,2. DOI of paper (please copy paste to avoid errors),3. Year of publication (on spreadsheet),4. Journal  (on spreadsheet),5. Article type  (on spreadsheet),6. Please paste the text of the Data Availability statement here,7. Does the paper have data?,1. Country of corresponding author  (on spreadsheet),"2. Country of first author. Use their main address on the paper. There may be more than one. We mean the address that is next to their name on the paper, NOT any “current address” that may be added for people who have recently moved institutions.","3. What georegion(s) were any novel data used in the paper collected from? Select all that apply. NOTE THIS MEANS DATA THAT WERE PHYSICALLY COLLECTED IN THESE COUNTRIES, DO NOT INCLUDE THINGS WHERE THE AUTHORS USED A DATASET FROM FRANCE BUT DID NOT ACTUALLY GO TO FRANCE TO COLLECT DATA :)",4. Are any authors (use their main address on the paper) based in the georegion the data were collected from?  Also check the Acknowledgments to see if data labourers from the georegion who are not authors are mentioned there instead.,Any comments about data equity that these Qs don't cover?,1. Are the data mentioned in the Data Availability statement?,2. Are you able to find the data using the link/instructions in the Data Availability statement?,3. Where are the data archived?,4. Does the dataset have a DOI?,5. Can you download the data?,6. Can you open the data?,7. What format are the data in?,8. Does the data have a README/metadata?,9. How useful is the README/metadata? Read the notes in the protocol to help with decisions here. SKIP THIS Q IF NO README EXISTS.,10. How complete is the archived data?,11. Does the data have a license?,"12. If yes, what license?",13. Has the data been cited (excluding the original paper it was archived for)? You can find this information on the Dryad and Figshare landing pages for the dataset on the right hand side. For other repositories it varies. If you can't find out easily just pick Unsure.,"14. If yes, how many times?  Enter number or Unclear",15. Has the data been cited by someone other than the original authors? You can find this by clicking on the citations and looking at the papers that cite the data.,"16. If yes, how many times? (excluding the original paper it was archived for) Enter number or Unclear","17. For any paper(s) citing the data, what georegions are on the authors main addresses (i.e. when doing the work)? Please select all relevant options.",0.1 Does the paper use code?,"0.2 If the paper uses code, and this is NOT archived (i.e. they mention using R or Python but don't provide any scripts) please copy-paste the text from the paper that alerted you to them using code...",0.3 Does the paper have archived code?,1. Is the code archiving described in the Data Availability (or equivalent) statement?,*Please paste the section of the text that refers to the archived code if this is NOT part of the Data Availability Statement*.,2. Are you able to find the code using the link/instructions in the Data Availability (or equivalent) statement?,3. Where are the code archived?,4. Does the code have a DOI?,5. Can you download the code?,6. Can you open the code?,7. What language is the code written in?,8. What format is the code in?,9. Does the code have a README?,10. How useful is the README? See the protocol for help with making decisions about this. SKIP THIS Q IF NO README EXISTS.,11. How well is the code annotated? See the protocol for help with making decisions about this.,12. Does the code have a separate vignette with examples of how the code should be used?,"13. If the code is an R Package, and it was previously available on CRAN/Bioconductor (as stated in the Data Availability statement), is it still available? Check this by trying to install it on the most recent version of R. If you don't know how to do this/can't do this choose ""Unable to check""","14. If the code is a package in another language (e.g. Python) published on PyPI please put the name of the package here and where it has been deposited we will see if it is still available. If you know how to look this up yourself, please do and mention whether it is still available here (Yes/No)",15. Does the code have a CITATION file?,16. Does the code have a license?,"17. If yes, what license?",18. APPLICATION papers only. How many times has the paper been cited? You can find this on the landing page of the paper.,19. Has the code been cited (excluding the original paper it was archived for)? Code = the archived code (not the paper or package).,"20. If yes, how many times? (excluding the original paper it was archived for) Enter number or Unclear","21. Do you have any other comments about the code? For example for those familiar with these processes, does the code use unit test? Doe it have continuous integration? Does it use docker/other containers?",21. Has the code been cited by someone other than the original authors?,"22. If yes, how many times? Enter number or Unclear",1. Did you have any issues recording data for this paper? If yes we will go back and check it for you later.,2. Any other comments about this paper?,2. What date did you do this? (YYYY-MM-DD),...62,...63,...64,...65,...66,...67,recorder_ID
2025/09/29 10:12:28 am GMT,1689,10.1111/1365-2664.13964,2021,Journal of Applied Ecology,Research Article,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.t1g1jwt2m (Ning et al., 2021)

",Yes,China,China,China,Yes - First author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"Three-way repeated-measures analysis of variance (ANOVA) was conducted with SOC and SON data from field experiment 1, and one-way repeated-measures ANOVA was conducted on all other data using SPSS 19 (SPSS Inc.). The data for each treatment comprised of three replicates. Least significance difference (LSD, p < 0.05) analysis was used for the mean significance test of each experiment (Guo et al., 2016; Hu et al., 2013). The yield and N2 fixation data in beans are the averages of data from 2016 to 2017, and figures were generated using Origin 2019 (Originlab Corp.).
",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:16:36 am GMT,30,10.1111/2041-210X.13650,2021,Methods in Ecology and Evolution,Research Article,"The methodology to estimate the AOA has been implemented and published in the R package cast (Meyer, 2021a) which is available on CRAN. The simulation studies and all figures of this paper can be reproduced using the R-markdown scripts available from https://doi.org/10.5281/zenodo.4764404 (Meyer, 2021b; or use the developer version: https://github.com/HannaMeyer/MEE_AOA). This repository further includes more detailed figures on the methodology.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Zenodo,Yes,Yes,Yes,R (including Rmarkdown),.pdf,Yes,6,7,Yes,Unable to check,NA,Yes,Yes,GPL,294,No,NA,NA,No,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:19:46 am GMT,1627,10.1111/1365-2435.13772,2021,Functional Ecology,Research Article,"Data are deposited in the Dryad Digital Repository https://doi-org.myaccess.library.utoronto.ca/10.5061/dryad.h44j0zpj9 (Lundblad & Conway, 2021b).",Yes,United States of America,United States of America,United States of America,Yes - First author,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,9,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"We performed all analyses in R (R Core Team, 2019). We fit mixed-effects models in the package glmmTMB (Brooks et al., 2017) and performed model selection (based on AICc; Burnham & Anderson, 2002) and model averaging in the package MuMIn (Barton, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:22:02 am GMT,4000,10.1111/1365-2745.13733,2021,Journal of Ecology,Research Article,"The trait data used in this paper are accessible through the Dryad Digital Repository https://doi.org/10.5061/dryad.prr4xgxmh (Zhang et al., 2021).",Yes,China,China,Italy,Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.doc(x);.xls(x),Yes,1,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC0,No,Unclear,No,Unclear,UNCLEAR,Yes,The hypothesized phylogenetic tree for all species in our dataset was constructed using the R package V.PhyloMaker,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:23:53 am GMT,1690,10.1111/1365-2435.14494,2024,Functional Ecology,Research Article,"The data and code that support the findings of this study are available in the Dryad Digital Repository: https://doi.org/10.5061/dryad.0rxwdbs5r (Wijas et al., 2023).",Yes,United States of America,United States of America,Australia,Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,NA,3,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,We modelled the decomposition rates of blocks by using the package ‘litterfitter’ in R (v 4.1.2),No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:24:18 am GMT,283,http://doi.org/10.1111/1365-2435.13634,2020,Functional Ecology,Research Article,Datsets are deposited in the Zenodo repository (https:...),Yes,China,China,"Australia;China;Korea, Republic of (South Korea);Netherlands (Kingdom of the)",Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,NA,Zenodo,Yes,Yes,Yes,.xls(x),No,NA,The main analyses of the paper cannot be repeated with the data that has been archived.,NA,CC BY,No,NA,No,NA,NA,Yes,"The linear model was used in this study instead of a circular model because the range in flowering date was <180° for all regions (Batschelet, 1981), and were conducted in this study using r version 3.5.2 statistical software (R Core Team, 2018).
",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:24:18 am GMT,1,https://doi.org/10.1111/1365-2435.12836,2017,Functional Ecology,Research Article,Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.vf8d2 (Zhang et al. 2016).,Yes,China,China,China,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,NA,Yes,Yes,.xls(x),Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,No,"All statistical analyses were performed using SAS 9.1.3 (SAS Institute Inc., Cary, NC, USA). Structural equation modeling (SEM) was performed to analyse hypothetical pathways that may induce changes in C cycle processes in response to precipitation change, which was performed by AMOS 17.0 (Amos Development, Spring House, PA, USA).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-29-09,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:25:36 am GMT,103,https://doi.org/10.1111/1365-2656.14198,2024,Journal of Animal Ecology,Research Article,"All data and code needed to replicate the simulations are openly available in the DRYAD repository https://doi.org/10.5061/dryad.zcrjdfnm4 (Bartra-Cabré et al., 2024).",Yes,Norway,Norway,Norway,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.txt;.xls(x);,Yes,9,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Dryad,Yes,Yes,Yes,R (including Rmarkdown),.R,Yes,9,9,No,Not an R package,NA,No,No,NA,NA,R files are in the same zipfile as the data. They have not been cited.,NA,NA,R files are in the same zipfile as the data. They have not been cited.,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:27:17 am GMT,1518,10.1111/1365-2664.12994,2017,Journal of Applied Ecology,Research Article,"The data used for the analyses in this paper are archived in the Research Leeds Data Repository. DOI: https://doi.org/10.5518/230 (Noble et al., 2017).",Yes,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Institutional repository,Yes,Yes,Yes,.txt;.xls(x),Yes,1,All the data necessary to reproduce all analyses and results are archived.,Yes,CC BY,Unsure,Unclear,Unclear,Unclear,United Kingdom of Great Britain and Northern Ireland,Yes,Statistical analyses were carried out in R 3.1.1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:27:53 am GMT,1,http://doi.org/10.1111/2041-210X.13879,2022,Methods in Ecology and Evolution,Research Article,"All data collected and analysed during this study are deposited in the Dryad repository (Zaiko et al., 2022) https://doi.org/10.5061/dryad.vhhmgqnw8. No custom computer code or algorithm was used to generate results. The software environment R was used for all data exploration, statistical analyses and model development described in this manuscript using freely available R packages.",Yes,New Zealand,New Zealand,New Zealand,Yes - First author;Yes - One or more middle authors,NA,Yes,NA,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Yes,2,Unclear,Unclear,UNCLEAR,Yes,"All analyses were performed in R v3 software (R-project, 2014).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:29:13 am GMT,1628,10.1111/1365-2656.13448,2021,Journal of Animal Ecology,Research Article,"The data supporting this article are archived with the NERC Environmental Information Data Centre at https://doi-org.myaccess.library.utoronto.ca/10.5285/e00770f3-4acf-4fd5-ba29-0a4dbdca09a4 (O'Gorman & Robinson, 2021).",Yes,United Kingdom of Great Britain and Northern Ireland,Finland,Iceland,No authors are based in the georegion,NA,Yes,Yes,Institutional repository,Yes,Yes,Yes,.csv/.tsv,Yes,2,All the data necessary to reproduce all analyses and results are archived.,Yes,Open Government Licence OGL,No,NA,No,NA,NA,Yes,"We fitted all models with the R package Hmsc (Tikhonov et al., 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:30:38 am GMT,1112,10.1111/1365-2745.13768,2021,Journal of Ecology,Research Article,"R  code available via Zenodo https://doi.org/10.5281/zenodo.5469950(Katsuhara et al., 2021).",Yes,Japan,Japan,"NA; modeling study and does not mention where real data is from, if any","NA; modeling study and does not mention where real data is from, if any",NA,No,No,Supplementary materials,No,Yes,Yes,.xls(x),No,NA,Some analyses can be repeated but not all (~50% of analyses can be repeated).,Yes,CC BY,No,0,No,0,not cited,Yes,NA,Yes,Yes,NA,Yes,Zenodo,Yes,Yes,Yes,R (including Rmarkdown),.R,No,NA,2,No,Not an R package,NA,No,Yes,CC BY,NA,No,0,NA,No,0,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:30:48 am GMT,1551,http://doi.org/10.1002/pan3.10405,2022,People and Nature,Research Article,Data sets of the survey responses of the participants can be found in: https://doi.org/10.7910/DVN/ZGDH9G.,Yes,Germany,Germany,Online,The data was collected online.,NA,Yes,Yes,Institutional repository,Yes,Yes,Yes,.xls(x),No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"From the Supplementary Information: ""All analysis was performed with R version 4.0.2.""",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:30:59 am GMT,3,10.1111/1365-2664.14776,2024,Journal of Applied Ecology,Research Article,"Data are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.547d7wmhp (Soh et al., 2024).",Yes,Singapore,Singapore,Singapore,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,10,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"All analyses were conducted using R v 4.2.1 (R Core Team, 2022).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,29/09/2025,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:32:49 am GMT,1142,http://doi.org/10.1002/pan3.10621,2024,People and Nature,Research Article,All data are archived on the first author GitHub repository account and can be found at https://github.com/Fotsing2023/PeopleOpinions_SocioEcology_Publication.git or by cloning the repository using SSH key below: git@github.com:fotsing2023/peopleopinions_socioecology_publication.git.,Yes,Switzerland,Switzerland,Cameroon,Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,"GitHub, GitLab, Codeberg or similar platform",No,Yes,Yes,.sav,Yes,1,Unsure,No,NA,Unsure,NA,Unclear,unclear,UNCLEAR,Yes,NA,Yes,No,NA,Yes,"GitHub, Codeberg, Gitlab, or similar platform",No,Yes,Yes,R (including Rmarkdown),.R,No,NA,NA,No,Not an R package,NA,No,No,NA,NA,Unclear,Unclear,NA,Unclear,Unclear,No,NA,2025/09/29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:34:31 am GMT,2,10.1111/1365-2664.13728,2020,Journal of Applied Ecology,Research Article,"Data are available via Figshare: https://doi.org/10.6084/m9.figshare.12646400.v1 (Espelta et al., 2020).",Yes,Spain,Spain,Spain,Yes - First author,NA,Yes,Yes,Figshare,Yes,Yes,Yes,.xls(x),Yes,5,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"Dissimilarity was calculated using the vegan package (Oksanen et al., 2019) in R 3.5.1 (R Core Team, 2018).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:37:32 am GMT,1629,10.1111/1365-2745.13196,2019,Journal of Ecology,Research Article,"Insect performance and plant physiological data are available from the Dryad Digital Repository https://doi-org.myaccess.library.utoronto.ca/10.5061/dryad.kh63hm4 (Sun et al., 2019).",Yes,China,China,China,Yes - First author,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),No,1,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Yes,1,Unclear,NA,UNCLEAR,Unsure,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:39:33 am GMT,10,http://doi.org/10.1111/1365-2664.14609,2024,Journal of Applied Ecology,Research Article,"Data are available via the Dryad Digital Repository https://doi.org/10.5061/dryad.q83bk3jqg (Selwyn et al., 2024).",Yes,Spain,Spain,Spain,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data was taken from a National Atlas,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Yes,9,All the data necessary to reproduce all analyses and results are archived.,NA,CC0,Yes,1,No,NA,NA,Yes,"we chose the best fit by using the Stepwise Algorithm (MASS package, Ciaburro, 2018)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,29/09/2025,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:46:54 am GMT,1630,10.1111/1365-2435.14450,2023,Functional Ecology,Research Article,"Data and code have been made publicly available on the Open Science Framework: https://osf.io/7grp2/?view_only=daad7212a37c45419926af3c715df99d (Pettersen, Nord, et al., 2023).",Yes,Australia,NA,Australia;Sweden,No authors are based in the georegion,NA,Yes,Yes,OSF (https://osf.io/),No,Yes,Yes,.csv/.tsv,No,1,All the data necessary to reproduce all analyses and results are archived.,Unsure,NA,Unsure,NA,Unclear,NA,NA,Yes,"All analyses were conducted in R version 4.0.3 (R Core Team, 2023).",Yes,Yes,NA,Yes,OSF,No,Yes,Yes,R (including Rmarkdown),.Rmd,No,1,5,No,Not an R package,NA,No,No,NA,NA,Unclear,NA,NA,Unclear,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:47:08 am GMT,1175,https://doi.org/10.1111/1365-2745.14159,2023,Journal of Ecology,Research Article,"Data are available at Dryad Digital Repository: https://doi.org/10.5061/dryad.0cfxpnw7c (Fahey et al., 2023). Raw sequence reads are available on the NCBI sequence read archive (Bioproject accession number PRJNA821410).",Yes,Canada,Canada,Canada,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,7,The main analyses of the paper cannot be repeated with the data that has been archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"Illumina sequences were then processed with the DADA2 pipeline to remove low-quality reads, filter chimeras and to resolve amplicon sequence variants (ASVs) (Callahan et al., 2016; Pauvert et al., 2019). 
All statistical analyses were conducted in R version 4.0.3 (R Core Team, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:47:21 am GMT,20,10.1111/1365-2745.13974,2022,Journal of Ecology,Research Article,NA,Yes,France,France,France,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Unsure,2,Unclear,Unclear,UNCLEAR,Yes,NA,Yes,Yes,NA,Yes,Zenodo,Yes,Yes,Yes,R (including Rmarkdown),.R,No,NA,6,No,Not an R package,NA,No,Yes,MIT,NA,No,NA,NA,No,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:48:04 am GMT,1520,10.1111/1365-2745.14410,2024,Journal of Ecology,Research Article,"Data are available at Dryad: https://doi.org/10.5061/dryad.6m905qg8c (Cibils-Stewart et al., 2024).",Yes,Australia,Australia,Australia,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv;.md,Yes,6,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,0,No,0,UNCLEAR,Yes,"R was utilized for all statistical analyses (R Core Team, 2015)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:48:41 am GMT,4001,10.1111/1365-2745.13941,2022,Journal of Ecology,Research Article,"All data are available in Dryad Digital Repository https://doi.org/10.5061/dryad.73n5tb2z5 (Huang et al., 2022).",Yes,China,China,China,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Yes,8,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC0,No,Unclear,No,Unclear,UNCLEAR,Yes,"All statistical analyses were performed with R-3.5.0 (R Core Team, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,R code not available,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:49:12 am GMT,1113,10.1111/1365-2664.14475,2023,Journal of Applied Ecology,Research Article,"Data from this study are available via the Data INRAE repository https://doi.org/10.57745/51CZ5X (Carbonne et al., 2022).",Yes,Falkland Islands (Malvinas),France,France,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Institutional repository,Yes,Yes,Yes,.txt,Yes,10,The main analyses of the paper cannot be repeated with the data that has been archived.,Yes,etalab 2.0,No,0,No,0,not cited,Yes,NA,Yes,No,NA,Yes,Institutional repository,Yes,Yes,Yes,R (including Rmarkdown),.R,Yes,10,10,No,Not an R package,NA,No,Yes,etalab 2.0,NA,No,0,NA,No,0,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:49:20 am GMT,22,http://doi.org/10.1111/1365-2656.12981,2019,Journal of Animal Ecology,Research Article,"Data available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.k3583p1 (Nilsson, Flink, & Tibblin, 2019).",Yes,Sweden,Sweden,Sweden,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Dryad usage notes (brief),4,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,0,No,NA,NA,Yes,"Assumptions of all LMMs were checked by visual inspections of diagnostic plots using the mcheck function in r studio (Crawley, 2013).....All presented models were estimated using the package lme4 (Bates, Maechler, & Bollinge, 2011) in r studio v.1.0.136, with r v.3.3.2 (R Core Team, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
2025/09/29 10:49:25 am GMT,8076,10.1111/1365-2435.14359,2023,Functional Ecology,Research Article,"Data are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.ksn02v792 (Twining & Shipley, 2023).",Yes,Germany,Switzerland,France;Germany;Russian Federation,Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,N/A,No,N/A,NA,Yes,We then performed pairwise post-hoc comparisons by estimating the marginal least-square means for each group (modality of sex population) using R.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-29,NA,NA,NA,NA,NA,NA,148
