paper_number,doi,year_published,journal,article_type,data_used,data_availability,data_availability_text,data_link,data_archive,data_doi,data_license,data_license_type,data_download,data_open,data_format,data_README,data_README_scale,data_completeness,code_used,code_alert,code_archived,code_availability,code_link,code_archive,code_doi,code_license,code_license_type,code_CITATION,code_download,code_open,code_format,code_language,code_README,code_README_scale,code_annotation_scale,code_vignette,code_Rpackage_available,code_OTHERpackage_available,code_application_cited,code_comments,country_corresponding,country_first,georegion_data,georegion_author_match,georegion_data_cited,equity_comments,comments,course_of_action,justification,recorder_ID
241,http://doi.org/10.1111/1365-2664.13289,2018,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.p7t9289 (MacDonald, Larsen, & Plantinga, 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,2,Unsure,Unsure,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,United States of America,NO DATA COLLECTED,NA,NA,NA,"There's no mention of code, but the methods seem to warrant some sort of code package, unless they did it all by hand.",Edit,Changed answer to align with comment,123
2277,10.1111/1365-2656.13656,2022,Journal of Animal Ecology,Research Article,Yes,Yes,"Primary data are deposited on the Figshare repository https://doi.org/10.6084/m9.figshare.12752648.v2 (Reichard, 2020).",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.txt,Yes,3,All the data necessary to reproduce all analyses and results are archived.,Yes,"Sex ratios were analysed using a generalized linear mixed model (GLMM) with binomial error structure (male to female ratio) and logit-link function in the lme4 package (Bates et al., 2015),",Yes,No,"Data Availability Statement is for version 2 of Dryad, code is in Version 3. So it is findable but not from the statement",Dryad,Yes,Yes,CC BY,No,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto)",No,NA,3,No,Not an R package,NA,NA,NA,Czechia,Czechia;Poland,NO DATA COLLECTED,No authors are based in the georegion,NA,"To be clear, the authors originally collected the data, but it seems for an earlier paper. Therefore, we put no data collected but the data were collected original in Mozambique where the authors are not based.","The archived data was archived by an earlier paper (i.e., technically this paper had no new data to archive, it completely re-used old data). Additionally, the paper linked to version 2 of the archive, which did not include a README file or the code file. We discussed in Discord and decided that it was ok to evaluate based on version 3, the most recent version, which did have the README and code.",None,Issue resolved on Discord,139
1716,10.1002/pan3.10223,2021,People and Nature,Research Article,Yes,Yes,"The full US Northeast Ocean Health Index assessment data are archived and publicly available on Zenodo https://zenodo.org/record/4721453 (Montgomery et al., 2021). The results are also displayed on an interactive dashboard: https://ohi-northeast.shinyapps.io/ne-dashboard/.",Yes,Zenodo,Yes,No,NA,Yes,Yes,".csv/.tsv;It is difficult to say. The repository is huge and it is not easy to say what is data and what is something else. The README (.md) is not really informative, though there seem to be files here and there with a lot of information. In the repository, there are other files that might be data, such as .js or .geojson, but I cannot really say.",Yes,1,"""Unsure"" applies here. Explanation: The data folder contains many files in various formats, some of which I cannot open. The README is not informative, so assessing the completeness of the archived data is virtually impossible without running all the code.",Yes,NA,Yes,Yes,Yes,Zenodo,Yes,No,NA,No,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc);markdown / notebook containing code (e.g. .Rmd, .qmd, etc);.md","R (including Rmarkdown, Quarto)",Yes,3,8,No,Not an R package,NA,NA,"The README for the code is a bit better than the general README, but still, missing instructions and, in this case, metadata for the code.",United States of America,United States of America,United States of America,"Yes - First author;Yes - Last author;Yes - One or more middle authors;The acknowledgements include several people, which I assessed as being acknowledged not for data collection but for something else.",NA,NA,"Sixth paper I did. I took 24 minutes, in case that is useful. The repository is huge and it is not easy to say what is data and what is something else. The README (.md) is not really informative, though there seem to be files here and there with a lot of information. In the repository, there are other files that might be data, such as .js or .geojson, but I cannot really say. The data folder contains many files in various formats, some of which I cannot open. The README is not informative, so assessing the completeness of the archived data is virtually impossible without running all the code. The authors provide data and code in the same Zenodo repository. Since Zenodo does not display citations, I went to DataCite to figure it out (https://commons.datacite.org/?query=10.5281%2Fzenodo.4721426). This is possibly the most difficult paper of all six papers I have done so far. Assessing the completeness of the data is really not possible without an excessive time investment, and, from our experiences in previous similar projects, only possible once you attempt to run the code.",None,Comment information documented in answers,11
786,https://doi.org/10.1111/2041-210X.13241,2019,Methods in Ecology and Evolution,Research Article,Yes,Yes,The data considered in the real-data applications presented in Section 3 are publicly accessible: the Atlantic cod data is archived on the CEFAS data hub (https://doi.org/10.14466/CefasDataHub.71); the horn shark data is archived on Dryad Digital Repository (https://doi.org/10.5061/dryad.j86198f).,Yes,Dryad;Institutional repository,Yes,Yes,Public domain,Yes,Yes,.csv/.tsv;.RData,Unsure,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,NA,Yes,Supplementary Information,Yes,Supplementary Information,No,No,NA,No,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto);C/C++",No,NA,7,No,Not an R package,NA,NA,NA,Germany,Germany,United States of America,Yes - One or more middle authors,NA,NA,"Checking 'yes' as the data from this paper was a bit confusing and I think it's worth another look through. I think one dataset they used was collected prior to the study and applied, the other links to Dryad and does not download, or for the version that did download, did not open to anything I could view.",Edit,Code was actually in paper supplement (although this was not clearly documented in the paper),134
1802,10.1111/2041-210X.13781,2021,Methods in Ecology and Evolution,Research Article,Yes,Yes,"morphoBlocks package available from Github (https://aharmer.github.io/morphoBlocks/) and archived with Zenodo https://doi.org/10.5281/zenodo.5717384 (Harmer & Thomas, 2021). Dataset of manually placed landmarks included as a dataset in morphoBlocks.",Yes,Zenodo,Yes,No,NA,Yes,"I can download the file, but I need to install the package to load the data",.RData,No,NA,Unsure,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Yes,GPL,No,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto)",Yes,9,10,Yes,Unable to check,NA,NA,NA,New Zealand,New Zealand,New Zealand,Yes - First author;Yes - One or more middle authors,UNCLEAR,NA,"Since the paper describes an R package, I would expect the citations to be related to the code. However, it is not clear",Delete,"The data are indeed only packaged within the R package, however I cannot access it as the install instructions require Rtools which is only Windows compatible; easier to delete",56
4205,10.1111/1365-2664.13533,2019,Journal of Applied Ecology,Research Article,Yes,Yes,Soil microbiome dataset is available via the NCBI Sequence Read Archive (accession number SRP151262).,Yes,NCBI GenBank,Accession number: SRP151262,No,NA,NCBI cloud data delivery requires login,Maybe if I had the correct software,NA,Yes,2,The main analyses of the paper cannot be repeated with the data that has been archived.,Yes,All statistical analyses were performed in the R environment (v3.2.2; http://www.r-project.org/).,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,China,China,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,"Data was collected by same authors for previous studies, and only reused here, but still relevant for data equity.","Used old dataset by same authors (presumably large project with multiple smaller papers), part of it was mentioned in Data Statement linking to NCBI records. Tough to gauge licensing, unique identifier (no DOI but accession), etc. for NCBI.",None,Comment information documented in answers,84
1703,10.1111/1365-2664.14483,2023,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.2280gb5z8 (Breck et al., 2023). The code for the population model used in this manuscript is stored in Zenodo: https://doi.org/10.5281/zenodo.8140795 (Davis, 2023).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv;.md,Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Yes,MIT,No,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc);.csv/.tsv","R (including Rmarkdown, Quarto)",Yes,10,7,No,Not an R package,NA,NA,The license on Zenodo page is CCA 4.0 but MIT is stated as license in the LICENSE file downloaded along with the codes.,United States of America,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,United States of America,NA,NA,None,Comment information documented in answers,65
65,https://doi.org/10.1111/1365-2435.12871,2017,Functional Ecology,Research Article,Yes,Yes,Data for this paper are deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.m8j17 (Videsen et al. 2017).,Yes,Dryad,Yes,Yes,CC0,Yes,No,.dtg,Yes,1,Unsure,Yes,"""Data analyses were performed using custom scripts in MATLAB Release 2014b""",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denmark,Denmark,Australia,Yes - Last author;Yes - One or more middle authors;Data labourers credited in the Acknowledgements section are either not based in the georegion or their georegion is unclear.,NA,NA,"Issue recording data for this paper- there was a README file archived in Dryad, but I wasn't able to unzip the file and view it with the software on my computer.",Edit,"The repository is a series of zipped folders totalling 83GB(!) so I downloaded one as an example, inside that folder was a series of .dtg files; the README only contains a website link where software to unzip a .dtg supposedly exists, but the website is some random site (perhaps dead link?), and I can't find other instructions online, so it's very difficult to do anything with these data",66
4016,10.1111/1365-2435.13338,2019,Functional Ecology,Research Article,Yes,Yes,"The original data including Rh, LRT, species richness, CC/MCcom, AGB, plant chemical composition, soil properties and microbial composition are available from Dryad Digital Repository (https://doi.org/10.5061/dryad.kn92b41) (Yang et al., 2019) and R script has been attached in the supporting information.",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,No,1,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,All statistical analyses were performed using R version 3.4.4.,Yes,Yes,Yes,Supplementary materials,No,No,Unclear,No,Yes,Yes,.doc(x),"R (including Rmarkdown, Quarto)",No,1,4,No,Not an R package,NA,NA,Unclear,China,China,China,Yes - First author;Yes - Last author;Yes - One or more middle authors,UNCLEAR,NA,R codes in docx,None,Comment information documented in answers,1
2005,10.1111/1365-2656.13295,2020,Journal of Animal Ecology,Research Article,Yes,Yes,"The data supporting this manuscript are available at Edmond, the open access repository of the Max Planck Society https://doi.org/10.17617/3.41.",Yes,Institutional repository,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,"All analyses were conducted in r (R Core Team, 2012), in the asnipe package (Farine, 2013).
AND
To test for the degree of similarity between the two association matrices we then performed a Mantel test in the r package vegan.
AND
[...] were calculated by using the default jack-knife function in the assortnet package.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Australia;Germany;United Kingdom of Great Britain and Northern Ireland,Australia,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,I was just unsure whether a file just listing the data files qualifies as readme/metadata (see note there),Edit,"Document listing file names does not provide any information beyond what can be seen by opening the repository, so changing to no README",34
1159,https://doi.org/10.1111/1365-2745.13529,2020,Journal of Ecology,Research Article,Yes,Yes,Data were deposited in the Sequence Read Archive (https://www.ncbi.nlm.nih.gov/bioproject/PRJNA592420).,Yes,NCBI,No,Unsure,NA,"Hard to tell if the data this links to is reference genome data that was created prior to this project, I cannot see where to download the project-specific data.",No,raw sequence reads,No,NA,unsure but I think if the reads are listed this should cover analyses,Yes,"""We used r version 3.5.2 (R Core Team, 2018) and CANOCO 5 (Microcomputer Power) for all analyses.""",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweden,Sweden,Sweden,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,"The paper uses raw sequence data stored on NCBI website. Each sample seems to be linked, but it is hard to tell whether these have been cited prior.",None,Comment information documented in answers,134
1704,10.1111/1365-2745.13817,2021,Journal of Ecology,Research Article,Yes,Yes,"Data are available from Zenodo https://doi.org/10.5281/zenodo.5645775 (Mendieta-Leiva et al., 2021).",Yes,Zenodo,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,Yes,5,Unsure,Yes,"e used the functions ‘lmer’ for the models and ‘glht’ for the posthoc tests from the r packages lme4 and multcomp, respectively (Bates et al., 2012; Hothorn et al., 2008). To calculate temporal beta-diversity indices, we used the function ‘TBI’ (Legendre & De Caceres, 2013) from the package adespatial (Dray et al., 2019). To assess whether compositional dissimilarity of vascular epiphyte assemblages, as variation in assemblage dissimilarity independent from differences in alpha diversity, was related to differences in host tree sizes (DBH), we ran a mantel test (function ‘mantel.test’) using the r package ape (Paradis & Schliep, 2019), with 999 permutations. To assess whether compositional dissimilarity of epiphyte assemblages was spatially structured, we ran a mantel correlogram (function ‘mantel.correlog’) using the r package ncf (Bjornstad, 2020).To test whether mean Raup-Crick values deviated significantly from 0, we used the sign-test and the command ‘SIGN.test’ from the r package bsda (Arnholt & Evans, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Germany,Panama,Yes - Last author;Yes - Data labourers from the georegion are in the Acknowledgements,NA,NA,"Issues were about the citation from the data used in this study, which I designated using ""unclear"" when collating the data.",Edit,"Zenodo repository states no citations, so updated to reflect this",65
